province, district, name, HMIS_code, facility_type,   latitude, longitude
North-Western,Kabompo,Dikolonga Health Post,70030003,Health Centre,-13.04914207,23.52564831
North-Western,Kabompo,Kabompo District Hospital,70030004,Health Centre,-13.59573034,24.20443386
Central,Luano,Chikupili,10070002,Health Centre,-14.0773279,29.24262326
North-Western,Kabompo,Kabompo HAHC,70030005,Health Centre,-13.59581294,24.20444056
North-Western,Kabompo,Kabulamema,70030006,Health Centre,-13.85094424,24.01353819
North-Western,Kabompo,Kalunga,70030007,Health Centre,-13.39817056,23.83117765
North-Western,Kabompo,Kavungu Health Post,70030008,Health Centre,-13.47681556,24.3342257
North-Western,Kabompo,Kayombo,70030009,Health Centre,-13.05020603,23.83409967
North-Western,Kabompo,Litoya Health Post,70030010,Health Centre,-13.53580048,24.35284509
North-Western,Kabompo,Mbulunda Health Post,70030011,Health Centre,-13.19066078,23.95958355
North-Western,Kabompo,Mufuli Wanjamba Health Post,70030012,Health Centre,-13.91490839,23.6517947
North-Western,Kabompo,Mumbeji,70030013,Health Centre,-13.85925442,23.6653743
Central,Luano,Chimika,10070003,Health Centre,,
North-Western,Kabompo,Ndungo,70030014,Health Centre,-13.62389567,24.18509941
North-Western,Kabompo,Nkulwashi,70030015,Health Centre,-13.71999297,24.10203315
North-Western,Kabompo,Samununga Health Post,70030016,Health Centre,-13.63334861,24.10610558
North-Western,Kasempa,Dengwe,70050001,Health Centre,-13.31399516,25.83386103
North-Western,Kasempa,Jifumpa,70050002,Health Centre,-13.96778149,26.31947108
North-Western,Kasempa,Kalombe,70050003,Health Centre,-13.39025572,25.67252277
North-Western,Kasempa,Kamakechi,70050004,Health Centre,-13.91158354,26.18672949
North-Western,Kasempa,Kamakuku,70050005,Health Centre,-13.00622585,25.67561103
North-Western,Kasempa,Kanjibiji,70050006,Health Centre,-13.4890068,25.96112527
North-Western,Kasempa,Kankolonkolo,70050007,Health Centre,-13.01414367,26.00396786
Central,Luano,Chingombe,10070004,Health Centre,, 
North-Western,Kasempa,Kasempa,70050008,Health Centre,-13.45830181,25.83267661
North-Western,Kasempa,Kelongwa,70050009,Health Centre,-13.70997192,26.33798219
North-Western,Kasempa,Kivuku,70050010,Health Centre,-13.49797662,25.86754045
North-Western,Kasempa,Lubofu,70050011,Health Centre,-13.58503732,26.12233106
North-Western,Kasempa,Lunga,70050012,Health Centre,-12.99999553,26.5254708
North-Western,Kasempa,Mako Health Post,70050013,Health Centre,-13.48969224,26.46421049
North-Western,Kasempa,Mbulumunene,70050014,Health Centre,-13.746578,25.956579
North-Western,Kasempa,Mpungu,70050015,Health Centre,-13.60387607,26.07841578
North-Western,Kasempa,Mukema Health Post,70050016,Health Centre,-13.05462465,26.39301163
North-Western,Kasempa,Mukinge Mission Hospital,70050017,Health Centre,-13.05462465,26.39301163
Central,Luano,Kampelembe,10070005,Health Centre,-14.16460036,29.3225169
North-Western,Kasempa,Mukunashi,70050018,Health Centre,-13.87597253,25.87839846
North-Western,Kasempa,Njenga,70050019,Health Centre,-13.49829243,25.71310927
North-Western,Kasempa,Nselauke,70050020,Health Centre,-13.10475272,25.87108248
North-Western,Kasempa,Ntemwa,70050021,Health Centre,-13.74695228,26.12528315
North-Western,Kasempa,Nyoka,70050022,Health Centre,-13.35372662,26.6050546
North-Western,Kasempa,Shivuma Health Post,70050023,Health Centre,-13.35007873,25.94283855
North-Western,Manyinga,Chifuwe North Health Post,70060001,Health Centre,-13.49823279,24.4667363
North-Western,Manyinga,Chiteve Health Post,70060002,Health Centre,-13.29843249,24.39851213
North-Western,Manyinga,Diambombola,70060003,Health Centre,-13.076952,24.091993
North-Western,Manyinga,Kasamba,70060004,Health Centre,-13.25525429,24.49318564
Central,Luano,Kanyesha Health Post,10070007,Health Centre,-14.46617765,29.40500915
North-Western,Manyinga,Kashinakaji,70060005,Health Centre,-12.84948468,24.25842622
North-Western,Manyinga,Kawanda Health Post,70060006,Health Centre,-13.31580017,24.43255004
North-Western,Manyinga,Loloma HAHC,70060007,Health Centre,, 
North-Western,Manyinga,Loloma Mission Hospital,70060008,Health Centre,-13.40467093,24.32854361
North-Western,Manyinga,Luansongwa,70060009,Health Centre,-13.03282988,24.22344795
North-Western,Manyinga,Mayawu Health post,70060010,Health Centre,-12.75097879,24.26748874
North-Western,Manyinga,Mukosho Health Post,70060011,Health Centre,-13.29911297,24.21953738
North-Western,Manyinga,St. Kalemba,70060012,Health Centre,-13.34098351,24.40471642
North-Western,Mufumbwe,Boma,70070001,Health Centre,-13.14080191,25.00698835
North-Western,Mufumbwe,Jivundu,70070002,Health Centre,-13.10378408,24.69059547
Central,Chibombo,Keembe,10010018,Health Centre,-14.90235851,27.78020143
Central,Luano,Kaundula,10070006,Health Centre,-14.19322751,29.66103296
North-Western,Mufumbwe,Kabipupu,70070004,Health Centre,-13.68948875,24.97690033
North-Western,Mufumbwe,Kalengwa,70070005,Health Centre,-13.46317386,25.00211192
North-Western,Mufumbwe,Kaminzekenzeke,70070006,Health Centre,-13.78366705,25.54819937
North-Western,Mufumbwe,Kashima,70070007,Health Centre,-13.21915661,24.57742562
North-Western,Mufumbwe,Kikonge Health Post,70070008,Health Centre,-14.186707,24.995795
North-Western,Mufumbwe,Lalafuta,70070009,Health Centre,-14.18711219,24.99532996
North-Western,Mufumbwe,Lubilo,70070010,Health Centre,-13.18448332,24.90614072
North-Western,Mufumbwe,Matushi,70070011,Health Centre,-13.20131992,24.77628493
North-Western,Mufumbwe,Miluji Health Post,70070012,Health Centre,-14.46850018,25.02191979
Central,Luano,Mboroma,10070008,Health Centre,-14.11731392,30.13253446
North-Western,Mufumbwe,Mufumbwe District Hospital,70070013,Health Centre,-13.14457012,25.0347876
North-Western,Mufumbwe,Mufumbwe HAHC,70070014,Health Centre,-13.14609534,25.0333216
North-Western,Mufumbwe,Munyambala,70070015,Health Centre,-13.35968446,24.86240027
North-Western,Mufumbwe,Musonweji,70070017,Health Centre,-13.730532,25.015452
North-Western,Mufumbwe,Nyansonso,70070018,Health Centre,-12.986288,25.584064
North-Western,Mwinilunga,Chibwika,70090001,Health Centre,-12.07854693,24.30099648
North-Western,Mwinilunga,Chisengisengi,70090002,Health Centre,-12.18068788,24.90778894
North-Western,Mwinilunga,Chiwoma,70090003,Health Centre,-12.30806705,24.26147841
Central,Luano,Mboshya,10070009,Health Centre,, 
North-Western,Mwinilunga,Kakoma,70090004,Health Centre,-11.29639067,25.20899842
North-Western,Mwinilunga,Kamapanda,70090005,Health Centre,-12.00114473,24.05871179
North-Western,Mwinilunga,Kanyama,70090006,Health Centre,-11.439103,24.74790489
North-Western,Mwinilunga,Kanzenzi Health Post,70090007,Health Centre,-12.54608311,24.19897707
North-Western,Mwinilunga,Kapundu,70090008,Health Centre,-11.58603937,24.76212068
North-Western,Mwinilunga,Katuyola,70090009,Health Centre,-11.71651586,24.54766609
North-Western,Mwinilunga,Kawiko,70090010,Health Centre,-11.671256,24.415307
North-Western,Mwinilunga,Kazozu,70090011,Health Centre,-12.25646244,24.90942501
North-Western,Mwinilunga,Lumwana West,70090012,Health Centre,-11.82116598,25.13034448
North-Western,Mwinilunga,Luwi Mission Hospital,70090013,Health Centre,-12.39106255,24.9430211
Central,Luano,Mkushi Copper Mine,10070010,Health Centre,-13.95407746,29.14873709
North-Western,Mwinilunga,Lwawu,70090014,Health Centre,-11.6231974,24.06328554
North-Western,Mwinilunga,Minyanya,70090015,Health Centre,-11.72232032,24.80620472
North-Western,Mwinilunga,Musangila,70090016,Health Centre,-11.73514666,24.25331058
North-Western,Mwinilunga,Mwinilunga District Hospital,70090017,Health Centre,-11.7382317,24.42985903
North-Western,Mwinilunga,Mwinilunga HAHC,70090018,Health Centre,-11.7386668,24.4300933
North-Western,Mwinilunga,Ntambu Sachitolu Health Post,70090019,Health Centre,-11.56555381,24.13419284
North-Western,Mwinilunga,Nyangombe,70090020,Health Centre,-11.76162308,24.61636827
North-Western,Mwinilunga,Sailunga,70090021,Health Centre,-11.80344948,24.90701169
North-Western,Mwinilunga,Sakapoti Health Post,70090022,Health Centre,-11.68671284,24.03918942
North-Western,Mwinilunga,Tom-Ilunga,70090023,Health Centre,-12.30890196,25.11227662
Central,Luano,Old Mkushi,10070011,Health Centre,-14.4162421,29.3972172
North-Western,Kalumbila,Chisasa,70040001,Health Centre,-12.11164347,25.49544903
North-Western,Kalumbila,Chitungu,70040002,Health Centre,-11.95050264,25.39925639
North-Western,Kalumbila,Chovwe,70040003,Health Centre,-12.39714823,25.06519832
North-Western,Kalumbila,Holy Family,70040005,Health Centre,-12.26059856,25.59817764
North-Western,Kalumbila,Jagaimo,70040006,Health Centre,-12.42503872,25.93191401
North-Western,Kalumbila,Jiwundu,70040007,Health Centre,, 
North-Western,Solwezi,Kabwela,70100006,Health Centre,-12.14415085,26.46328182
North-Western,Solwezi,Kainamfumu Health Post,70100007,Health Centre,-12.092019,26.563899
Central,Luano,Tuyu,10070012,Health Centre,-13.62459665,29.39664862
North-Western,Solwezi,Kakombe,70100008,Health Centre,-12.22715821,26.68777997
North-Western,Kalumbila,Kalengelenge (ZFDS W5),7010XX14,Health Centre,, 
North-Western,Kalumbila,Kamala Health Post,70040009,Health Centre,-12.054915,25.774303
North-Western,Kalumbila,Kamano Health Post,70040010,Health Centre,-12.865283,26.039372
North-Western,Solwezi,ZNS Kamitonte,70100009,Health Centre,-12.005548,26.417533
North-Western,Kalumbila,Kananga Health Post,70040013,Health Centre,-12.362279,25.951899
Central,Mkushi,Chalata,10080001,Health Centre,-13.55097768,29.68313706
North-Western,Kalumbila,Kankonzhi,70040014,Health Centre,-12.24365367,25.23160432
North-Western,Kalumbila,Kanzala,70040015,Health Centre,-11.88782386,25.25650252
North-Western,Solwezi,Kapijimpanga,70100012,Health Centre,-12.25961173,26.51894563
North-Western,Solwezi,ZNS Katandano,70100013,Health Centre,-12.03889034,26.466738
North-Western,Solwezi,Kazhiba,70100014,Health Centre,-12.12342384,26.29560929
North-Western,Solwezi,Kazomba,70100015,Health Centre,-12.18882045,26.37672674
North-Western,Mushindano,Kichikwe,70080007,Health Centre,-12.34982041,27.22196239
North-Western,Mushindano,Kilumba,70080008,Health Centre,, 
North-Western,Solwezi,Kimasala,70100016,Health Centre,-12.15127692,26.38615706
Central,Mkushi,Changilo Health Post,10080002,Health Centre,-13.54201185,29.61581267
North-Western,Solwezi,Kimiteto,70100017,Health Centre,-12.18963388,26.34107307
North-Western,Solwezi,Kimputubwanga Health Post,70100019,Health Centre,-12.2033483,26.58214218
North-Western,Solwezi,Kisalala,70100020,Health Centre,-12.35338107,26.53216562
North-Western,Kalumbila,Kyabankaka Health Post,70040017,Health Centre,-12.3035018,26.27526786
North-Western,Solwezi,Kyafukuma,70100023,Health Centre,-12.03628432,26.40097345
North-Western,Kalumbila,Kyanyika (ZFDS W8),70040018,Health Centre,-11.91339725,25.68477846
North-Western,Mushindano,ZFDS Luamfula,70080012,Health Centre,-12.217455,27.493033
Central,Mkushi,Chengelo Clinic,10080003,Health Centre,-13.63561659,29.60589445
North-Western,Kalumbila,Lukendo,70040019,Health Centre,-12.69828546,26.32114927
North-Western,Kalumbila,Lumwana District Hospital,70040020,Health Centre,-12.322024,25.839861
North-Western,Kalumbila,Lumwana East,70040021,Health Centre,-12.27163275,25.65624906
North-Western,Kalumbila,Lunsala Health Post,70040024,Health Centre,-12.27163275,25.65624906
North-Western,Kalumbila,Maheba A,70040025,Health Centre,-12.38567093,25.92943691
North-Western,Kalumbila,Maheba B,70040026,Health Centre,-12.43729579,25.92345851
North-Western,Kalumbila,Maheba D,70040027,Health Centre,-12.49801857,25.88045876
North-Western,Solwezi,Maheba,7010XX53,Health Centre,,
North-Western,Kalumbila,Maheba G,70040028,Health Centre,-12.54675259,25.88864738
Central,Mkushi,Chibefwe,10080004,Health Centre,-13.61692516,29.39513179
North-Western,Kalumbila,Mangala (ZFDS W9),70040029,Health Centre,, 
North-Western,Kalumbila,Matebo B,70040031,Health Centre,-12.80832015,25.79817505
North-Western,Solwezi,Mbonge,70100024,Health Centre,-13.29911297,24.21953738
North-Western,Solwezi,Mitukutuku,70100025,Health Centre,-12.24821738,26.33875406
North-Western,Mushindano,Mujimanzovu,70080014,Health Centre,-12.786059,26.517421
North-Western,Kalumbila,Mukumbi,70040033,Health Centre,-12.08658305,25.76951472
Central,Chibombo,Makoka,10010019,Health Centre,-14.69138599,27.77679665
Central,Mkushi,Chisanga,10080005,Health Centre,-13.58670106,28.89901444
North-Western,Solwezi,Mulenga,70100026,Health Centre,-11.998882,26.275543
North-Western,Kalumbila,Mumbezhi ZNS,70040034,Health Centre,,
North-Western,Kalumbila,Mumena,70040035,Health Centre,-12.55113255,26.15256627
North-Western,Kalumbila,Musele,70040036,Health Centre,-12.14257282,25.39305755
North-Western,Mushindano,Mushindano,70080015,Health Centre,-11.85751,27.119397
North-Western,Kalumbila,Mushingashi Health Post,70040037,Health Centre,-12.55328411,26.25546749
North-Western,Solwezi,Mushitala,70100027,Health Centre,-12.15436056,26.42335861
North-Western,Kalumbila,Mutanda Research,70040039,Health Centre,-12.42272297,26.2203177
North-Western,Kalumbila,Mutanda Mission,70040038,Health Centre,-12.39117583,26.25871243
Central,Mkushi,Chitina Health Post,10080006,Health Centre,-13.65550523,29.11293295
North-Western,Kalumbila,Muyashi,70040040,Health Centre,-12.76393017,26.01723684
North-Western,Kalumbila,Nkulumazhimba,70040041,Health Centre,-12.28662877,25.81004122
North-Western,Kalumbila,Northern Resettlement,70040042,Health Centre,-12.16677363,25.44245286
North-Western,Kalumbila,Nyansowe,70040043,Health Centre,-12.23001262,25.52819042
North-Western,Solwezi,Prisons,70100029,Health Centre,-12.185644,26.394466
North-Western,Solwezi,Sandangombe,70100030,Health Centre,-12.36658236,26.35767728
North-Western,Kalumbila,Shilenda,70040046,Health Centre,-12.3924578,25.76738681
North-Western,Kalumbila,Shinengene,70040047,Health Centre,-12.32832677,25.34267846
North-Western,Solwezi,Solwezi General Hospital,70100032,Health Centre,-12.18264494,26.42127789
Central,Mkushi,Fiwila,10080007,Health Centre,-13.97088547,29.60594608
North-Western,Solwezi,Solwezi HAHC,70100033,Health Centre,,
North-Western,Solwezi,Solwezi Medical Centre,70100034,Health Centre,,
North-Western,Solwezi,Solwezi Teachers Training College,70100035,Health Centre,-12.203695,26.407796
North-Western,Solwezi,Solwezi,70100036,Health Centre,-12.18737435,26.39738181
North-Western,Solwezi,St. Francis,70100037,Health Centre,-12.48001692,26.50459014
North-Western,Kalumbila,Tundula Health Post,70040049,Health Centre,-12.4644143,24.98122363
North-Western,Solwezi,Weighbridge,70100041,Health Centre,-12.1923186,26.45005547
North-Western,Solwezi,Zambia Compound,70100043,Health Centre,-12.17189321,26.38865206
Central,Mkushi,Kabengeshi Health Post,10080008,Health Centre,-13.87354743,29.64246579
North-Western,Solwezi,Zangamenu,70100044,Health Centre,-12.20729699,26.42340948
North-Western,Zambezi,Chilenga,70110001,Health Centre,-13.50666675,23.09539542
North-Western,Zambezi,Chinyama Litapi,70110002,Health Centre,-13.560146,22.376964
North-Western,Zambezi,Chinyingi,70110003,Health Centre,-13.35871287,23.01153942
North-Western,Zambezi,Chitokoloki HAHC,70110004,Health Centre,-13.83502876,23.21167031
North-Western,Zambezi,Chitokoloki Mission Hospital,70110005,Health Centre,-13.83452722,23.21176809
North-Western,Zambezi,Chizozu,70110006,Health Centre,-13.853897,23.653089
North-Western,Zambezi,Dipalata,70110007,Health Centre,-13.29643533,23.22012786
North-Western,Zambezi,Kamakala Health Post,70110008,Health Centre,-13.46922298,23.14051051
North-Western,Zambezi,Kangulunga Health Post,70110009,Health Centre,-13.695124,22.86408
Central,Mkushi,Kakushi Health Post,10080009,Health Centre,-13.80320268,29.63100202
North-Western,Zambezi,Kayenge Health Post,70110010,Health Centre,-13.48438,22.037184
North-Western,Zambezi,Kucheka,70110011,Health Centre,, 
North-Western,Zambezi,Lunkunyi Health Post,70110012,Health Centre,-13.21871164,23.01382338
North-Western,Zambezi,Matondo Health Post,70110013,Health Centre,-13.734641,22.452405
North-Western,Zambezi,Mize,70110014,Health Centre,, 
North-Western,Zambezi,Mpindi,70110015,Health Centre,-14.16097911,23.33081701
North-Western,Zambezi,Mukandakunda,70110016,Health Centre,-13.396257,23.064599
North-Western,Zambezi,Muyembe Health Post,70110017,Health Centre,-13.596257,22.783951
North-Western,Zambezi,Nyakulenga,70110018,Health Centre,-13.18027267,23.39706732
North-Western,Zambezi,Nyawanda Health Post,70110019,Health Centre,-13.804054,22.561871
Central,Mkushi,Kasokota Health Post,10080012,Health Centre,-13.70510688,29.17005287
North-Western,Zambezi,Sakayi Health Post,70110020,Health Centre,-13.568531,22.162818
North-Western,Zambezi,Zambezi District Hospital,70110021,Health Centre,-13.54356095,23.11076841
North-Western,Zambezi,Zambezi District HAHC,70110022,Health Centre,-13.54371245,23.10996878
Southern,Chikankata,Cheeba,80010001,Health Centre,-15.7885414,28.34507466
Southern,Chikankata,Chikani Health Post,80010002,Health Centre,-16.02464008,28.29868209
Southern,Chikankata,Chikankata HAHC,80010003,Health Centre,-16.22931364,28.14413832
Southern,Chikankata,Chikankata Referral Hospital,80010004,Health Centre,-16.22948877,28.14442531
Southern,Chikankata,Chikonkomene,80010006,Health Centre,-15.85374753,28.46571053
Southern,Chikankata,Chikombola,80010005,Health Centre,-16.199085,28.20270745
Southern,Chikankata,Kafue Gorge Hospital,80010008,Health Centre,-15.86589216,28.44608255
Southern,Chikankata,Kafue Gorge HAHC,80010007,Health Centre,-15.86589216,28.44608255
Southern,Chikankata,Manyonyo Health Post,80010010,Health Centre,-15.78442869,28.06053646
Southern,Chikankata,Moobe,80010011,Health Centre,-15.92066991,28.36175205
Southern,Chikankata,Mubuyu Health Post,80010012,Health Centre,-16.02574377,28.0723987
Southern,Chikankata,Nadezwe,80010013,Health Centre,-16.21406539,28.06263654
Southern,Chikankata,Naluama,80010014,Health Centre,-15.98321856,28.15604053
Southern,Chikankata,Nameembo,80010015,Health Centre,-16.09969864,28.12165663
Southern,Chikankata,Nanduba Health Post,80010016,Health Centre,-15.87941531,28.29269934
Southern,Chikankata,Riverside Farm,80010018,Health Centre,-15.83526519,28.26302212
Southern,Chikankata,Simwaamba Health Post,80010019,Health Centre,-16.09746541,28.41886039
Southern,Chikankata,Terranova Farm,80010020,Health Centre,-16.17974782,27.99049736
Southern,Choma,Batoka,80020001,Health Centre,-16.76868842,27.25040959
Southern,Choma,Chilalantambo Health Post,80020002,Health Centre,-16.33595055,26.89270986
Southern,Choma,Choma General Hospital,80020005,Health Centre,-16.808045,26.97238
Southern,Choma,Choma HAHC,80020004,Health Centre,-16.80909481,26.9705132
Southern,Choma,Choma Secondary School Health Post,80020007,Health Centre,-16.80304526,26.95791721
Southern,Choma,Harmony Health Post,80020009,Health Centre,-16.75326891,27.10382645
Southern,Choma,Kabanga Health Post,80020010,Health Centre,-16.26484451,26.94709308
Southern,Choma,Kabanze Health Post,80020011,Health Centre,-16.3034032,26.74292592
Central,Mkushi,Masansa,10080018,Health Centre,-13.94506285,29.38708874
Southern,Choma,Kamwanu,80020012,Health Centre,-16.55673021,26.77399797
Southern,Choma,Macha Mission HAHC,80020014,Health Centre,-16.39113645,26.79140333
Southern,Choma,Macha Mission Hospital,80020013,Health Centre,-16.39207179,26.79035543
Southern,Choma,Mangunza,80020015,Health Centre,-16.35732151,27.03820344
Southern,Choma,Mapanza,80020016,Health Centre,-16.25376707,26.90576786
Southern,Choma,Masuku Mines Terminal,80020017,Health Centre,-17.27264574,27.10455467
Southern,Choma,Masuku Mission,80020018,Health Centre,-17.20507038,27.11436988
Southern,Choma,Mbabala,80020020,Health Centre,-16.56323499,26.95693159
Southern,Choma,Mochipapa,80020021,Health Centre,-16.83940474,27.07836449
Southern,Choma,Nakeempa,80020022,Health Centre,-17.04509857,26.91378482
Southern,Choma,Nalituba Health Post,80020023,Health Centre,-16.47882222,26.86269762
Southern,Choma,Nalube Health Post,80020024,Health Centre,-16.37355625,26.9443024
Southern,Choma,Njase,80020025,Health Centre,-16.77996255,26.99124618
Southern,Choma,Pangwe,80020027,Health Centre,-16.68475217,26.86360018
Southern,Choma,Popota,80020028,Health Centre,-16.80789155,26.98339652
Southern,Choma,Prisons,80020030,Health Centre,-16.81132729,26.97125643
Southern,Choma,Railway Surgery,80020031,Health Centre,-16.80801489,26.98323727
Southern,Choma,Shampande,80020032,Health Centre,-16.75203291,26.96318918
Southern,Choma,Siankope,80020034,Health Centre,-16.82752243,26.80149615
Southern,Choma,Sibanyati,80020035,Health Centre,-16.82752243,26.80149615
Central,Chibombo,Malambanyama,10010020,Health Centre,-14.86239338,27.70253403
Central,Mkushi,Mikunku,10080020,Health Centre,-13.79092592,29.04339071
Southern,Choma,Sikalongo,80020036,Health Centre,-16.96727599,27.23305034
Southern,Choma,Simakutu,80020037,Health Centre,-17.06749518,27.00352826
Southern,Choma,Simaubi,80020038,Health Centre,-16.25823413,26.82970745
Southern,Choma,Simeno Health Post,80020039,Health Centre,-17.0158816,27.09783859
Southern,Choma,Simukanka Health Post,80020040,Health Centre,-16.97757794,26.86205909
Southern,Choma,Zambia Railways,8002XX33,Health Centre,,
Southern,Gwembe,Bbondo,80030001,Health Centre,-16.49712317,27.98883808
Southern,Gwembe,Chabbobboma,80030003,Health Centre,-16.77204674,27.83350389
Southern,Gwembe,Chipepo,80030004,Health Centre,-16.80567861,27.86196264
Central,Mkushi,Miloso Health Post,10080021,Health Centre,-13.79749498,29.54635084
Southern,Gwembe,Chisanga Health Post,80030005,Health Centre,-16.93137764,27.58698952
Southern,Gwembe,Gulumunyanga Health Post,80030006,Health Centre,-16.69252165,28.01313931
Southern,Gwembe,Gwembe District Hospital,80030007,Health Centre,-16.49753356,27.60086887
Southern,Gwembe,Gwembe HAHC,80030008,Health Centre,-16.49869833,27.60200461
Southern,Gwembe,Lukonde,80030010,Health Centre,-16.58985885,27.76136463
Southern,Gwembe,Luumbo,80030011,Health Centre,-16.47500217,28.09444319
Southern,Gwembe,Makuyu Health Post,80030012,Health Centre,-16.59600517,27.88731144
Southern,Gwembe,Munyumbwe,80030013,Health Centre,-16.64636189,27.77724674
Central,Mkushi,Mkushi District Hospital,10080022,Health Centre,-13.61662277,29.3952755
Southern,Gwembe,Siabbamba,80030014,Health Centre,-16.88182073,27.66177982
Southern,Gwembe,Sinafala,80030015,Health Centre,-16.82522864,27.75039825
Southern,Gwembe,Sompani,80030016,Health Centre,-16.74341465,27.74142575
Southern,Kalomo,Bbilili,80040001,Health Centre,-16.74927573,26.234204
Southern,Kalomo,Bulyambeba,80040002,Health Centre,-16.59113298,26.42677537
Southern,Kalomo,Chifusa,80040003,Health Centre,-16.66636731,26.77060029
Southern,Kalomo,Chilala Zonal,80040004,Health Centre,-16.37843342,26.64562678
Southern,Kalomo,Choonga,80040005,Health Centre,-17.15538401,26.92060861
Southern,Kalomo,Dimbwe,80040006,Health Centre,-17.15538401,26.92060861
Southern,Kalomo,Habulile,80040007,Health Centre,-16.35875288,26.52104898
Central,Mkushi,Mulundu Health Post,10080024,Health Centre,-13.6139819,29.40963523
Southern,Kalomo,Kalemu Health Post,80040008,Health Centre,-16.51871966,26.49613202
Southern,Kalomo,Kalomo District Hospital,80040009,Health Centre,-17.0306195,26.4774449
Southern,Kalomo,Kalomo District HAHC,80040010,Health Centre,-17.03088303,26.47717995
Southern,Kalomo,Kalonda,80040011,Health Centre,-16.88512039,26.69774026
Southern,Kalomo,Kanchele,80040012,Health Centre,-17.30284834,26.77915326
Southern,Kalomo,Kasukwe Health Post,80040013,Health Centre,-16.574024,26.57230667
Southern,Kalomo,Mabombo Health Post,80040014,Health Centre,-16.33481195,26.4325189
Southern,Kalomo,Masempela,80040015,Health Centre,-17.25224809,26.93642358
Southern,Kalomo,Mawaya,80040016,Health Centre,-17.02082613,26.48232551
Southern,Kalomo,Mayoba,80040017,Health Centre,-17.22769385,26.26921294
Central,Mkushi,Mulungwe,10080025,Health Centre,-13.91839229,29.81265346
Southern,Kalomo,Moonde,80040018,Health Centre,-17.076,26.7982906
Southern,Kalomo,Mubanga,80040019,Health Centre,-16.7317731,26.46493005
Southern,Kalomo,Mukwela,80040020,Health Centre,-17.02806612,26.6561205
Southern,Kalomo,Munkolo,80040021,Health Centre,-17.26868651,26.1275561
Southern,Kalomo,Munyeke,80040022,Health Centre,-16.59447715,26.66490884
Southern,Kalomo,Naluja,80040023,Health Centre,-16.66651282,26.55407544
Southern,Kalomo,Nameto,80040024,Health Centre,-16.67374814,26.35676519
Southern,Kalomo,Namwianga Mission Zonal,80040025,Health Centre,-17.06437703,26.48691159
Southern,Kalomo,Nantale Health Post,80040026,Health Centre,-16.87991477,26.60601399
Southern,Kalomo,Nazilongo,80040027,Health Centre,-16.99382865,26.74655629
Southern,Kalomo,Nkandanzovu,80040028,Health Centre,-16.57278453,26.20162362
Southern,Kalomo,Siabunkululu,80040029,Health Centre,-16.47612124,26.66718646
Southern,Kalomo,Siachitema Zonal,80040030,Health Centre,-16.81821711,26.70506286
Southern,Kalomo,Sipatunyana,80040031,Health Centre,-17.66491394,25.9121372
Southern,Kazungula,Kabuyu,80050002,Health Centre,, 
Southern,Kazungula,Katapazi,80050004,Health Centre,-17.609718,26.143837
Southern,Kazungula,Katombora,80050005,Health Centre,, 
Southern,Kazungula,Kauwe,80050006,Health Centre,, 
Southern,Kazungula,Kazungula,80050008,Health Centre,-17.80507329,25.39791885
Central,Mkushi,Musofu,10080027,Health Centre,-13.51393436,29.04128275
Southern,Kazungula,Makunka,80050009,Health Centre,-17.53466657,25.64229429
Southern,Kazungula,Mambova,80050010,Health Centre,-17.73097881,25.19520234
Southern,Kazungula,Mandia Health Post,80050011,Health Centre,-17.826843,25.5580512
Southern,Kazungula,Manyemunyemu Health Post,80050012,Health Centre,-17.45799651,26.20761928
Southern,Kazungula,Moomba,80050013,Health Centre,-16.62654241,25.32356085
Southern,Kazungula,Mukuni,80050014,Health Centre,-17.90264055,25.93976108
Southern,Kazungula,Musokotwane,80050015,Health Centre,-17.61742887,25.88717963
Southern,Kazungula,Nanyati,80050016,Health Centre,-17.41153789,25.65018607
Southern,Kazungula,Nguba Health Post,80050017,Health Centre,-16.91427089,26.05113141
Southern,Kazungula,Ngwezi,80050018,Health Centre,-17.50772007,25.50647288
Southern,Kazungula,Nyawa,80050019,Health Centre,-17.18716236,25.89235889
Southern,Kazungula,Sekute Health Post,80050020,Health Centre,-17.6563796,25.62630269
Southern,Kazungula,Siakasipa Health Post,80050021,Health Centre,-17.54938386,25.93329846
Southern,Kazungula,Sikaunzwe,80050025,Health Centre,-17.55967774,25.21588163
Southern,Kazungula,Simango,80050026,Health Centre,-17.43034406,25.89545021
Southern,Kazungula,Sinde Health Post,80050027,Health Centre,-17.61919806,25.84099755
Southern,Kazungula,Singwamba,80050028,Health Centre,-16.87607448,25.99697124
Southern,Kazungula,Singwamba Health Post,80120019,Health Centre,-17.26407059,27.46392332
Southern,Livingstone,Airport,80060001,Health Centre,-17.83656674,25.81311587
Central,Mkushi,Nambo Health Post,10080029,Health Centre,-13.60700035,29.5536648
Southern,Livingstone,Army School of Ordinance Clinic,80060002,Health Centre,-17.8724093,25.85341575
Southern,Livingstone,Boma,80060003,Health Centre,-17.84413284,25.85061913
Southern,Livingstone,DALICE,80060006,Health Centre,-17.84858052,25.83091174
Southern,Livingstone,Dambwa North,80060007,Health Centre,-17.84853891,25.84092425
Southern,Livingstone,Dental Clinic,80060008,Health Centre,-17.84438,25.857791
Southern,Livingstone,Hillcrest Health Post,80060010,Health Centre,-17.83471287,25.85667394
Southern,Livingstone,Kasiya Health Post,80060011,Health Centre,-17.74389863,25.92197157
Southern,Livingstone,LIBES,8006XX32,Health Centre,,
